0.05	0.308119425698	0.9420152	-0.350012444444	-0.823369382716
0.1	0.332051050095	0.9258256	-0.387666222222	-0.888454691358
0.15	0.355982674493	0.90552	-0.437668	-0.910245777778
0.2	0.37991429889	0.882196	-0.489194222222	-0.753668395062
0.25	0.403845923288	0.8553048	-0.519073333333	-0.478760246914
0.3	0.433760453784	0.8295112	-0.531268888889	-0.299553333333
0.35	0.46965789038	0.8023456	-0.543159555556	-0.237135802469
0.4	0.505555326976	0.77518	-0.554288	-0.200125679012
0.45	0.535469857473	0.7469168	-0.564806666667	-0.125427901235
0.5	0.56538438797	0.7186536	-0.571666666667	0.044632345679
0.55	0.589316012367	0.6890184	-0.563282222222	0.264575802469
0.6	0.619230542864	0.6615784	-0.540263111111	0.399743209877
0.65	0.66111088556	0.635236	-0.518616	0.45403037037
0.7	0.685042509957	0.6099912	-0.499255555556	0.574461481481
0.75	0.708974134354	0.584472	-0.464498222222	0.747570617284
0.8	0.732905758752	0.5630688	-0.419832	0.84335654321
0.85	0.756837383149	0.5427632	-0.377604888889	0.89010617284
0.9	0.768803195348	0.5252016	-0.332481333333	0.955657283951
0.95	0.798717725845	0.5092864	-0.282936888889	1.03509777778
1	0.810683538043	0.496664	-0.227904444444	1.09709185185
1.05	0.816666444143	0.4865112	-0.172109777778	1.13596518519
1.1	0.816666444143	0.4793768	-0.114333333333	1.16933358025
1.15	0.828632256341	0.4749864	-0.0547275555556	1.19008296296
1.2	0.834615162441	0.4738888	0.005488	1.19118395062
1.25	0.828632256341	0.4755352	0.0652462222222	1.17331407407
1.3	0.822649350242	0.4804744	0.123784888889	1.13748962963
1.35	0.816666444143	0.4881576	0.177902666667	1.11606271605
1.4	0.810683538043	0.498036	0.235069333333	1.09726123457
1.45	0.792734819745	0.511756	0.290101777778	1.03475901235
1.5	0.768803195348	0.5273968	0.338274222222	0.974289382716
1.55	0.75085447705	0.5455072	0.387056444444	0.915682962963
1.6	0.738888664851	0.5663616	0.430045777778	0.842001481481
1.65	0.708974134354	0.5883136	0.474102222222	0.711407407407
1.7	0.679059603858	0.6143816	0.505353333333	0.508656296296
1.75	0.649145073361	0.6396264	0.521055111111	0.376622469136
1.8	0.619230542864	0.6662432	0.539043555556	0.317677283951
1.85	0.595298918467	0.6936832	0.553068444444	0.253989382716
1.9	0.56538438797	0.7213976	0.567855555556	0.123988148148
1.95	0.523504045275	0.7510328	0.570294666667	-0.0933298765432
2	0.493589514778	0.779296	0.555507555556	-0.258478024691
2.05	0.463674984281	0.8064616	0.539805777778	-0.334530864198
2.1	0.439743359884	0.8333528	0.521969777778	-0.400759506173
2.15	0.409828829387	0.858872	0.499865333333	-0.486382469136
