"Run 1 - Small: Time (s)","Run 1 - Small: Potential 1 (V)","Run 1 - Small: Potential 2 (V)","Run 1 - Small: Potential 3 (V)","Run 1 - Small: Potential 4 (V)","Run 3 - Long: Time (s)","Run 3 - Long: Potential 1 (V)","Run 3 - Long: Potential 2 (V)","Run 3 - Long: Potential 3 (V)","Run 3 - Long: Potential 4 (V)"
-0.3,-0.00732600732601,0.002442002442,-0.00732600732601,0.01221001221,-0.3,-0.01221001221,-0.002442002442,-0.01221001221,0.0903540903541
-0.2996,-0.01221001221,-0.002442002442,-0.00732600732601,0.017094017094,-0.2996,-0.01221001221,0.002442002442,-0.002442002442,0.0952380952381
-0.2992,-0.01221001221,-0.002442002442,-0.00732600732601,0.01221001221,-0.2992,-0.00732600732601,-0.002442002442,-0.002442002442,0.0854700854701
-0.2988,-0.01221001221,-0.002442002442,-0.01221001221,0.017094017094,-0.2988,-0.00732600732601,0.002442002442,-0.002442002442,0.0903540903541
-0.2984,-0.01221001221,-0.002442002442,-0.00732600732601,0.01221001221,-0.2984,-0.01221001221,0.002442002442,0.002442002442,0.0903540903541
-0.298,-0.01221001221,0.00732600732601,-0.002442002442,0.017094017094,-0.298,-0.00732600732601,0.002442002442,-0.002442002442,0.0903540903541
-0.2976,-0.01221001221,-0.002442002442,-0.002442002442,0.01221001221,-0.2976,-0.00732600732601,0.002442002442,0.002442002442,0.0952380952381
-0.2972,-0.00732600732601,0.00732600732601,-0.002442002442,0.01221001221,-0.2972,-0.00732600732601,-0.002442002442,-0.002442002442,0.0903540903541
-0.2968,-0.01221001221,0.002442002442,-0.002442002442,0.01221001221,-0.2968,-0.00732600732601,-0.002442002442,0.002442002442,0.100122100122
-0.2964,-0.00732600732601,0.00732600732601,-0.002442002442,0.01221001221,-0.2964,-0.00732600732601,-0.002442002442,-0.002442002442,0.100122100122
-0.296,-0.01221001221,-0.002442002442,-0.002442002442,0.01221001221,-0.296,-0.01221001221,-0.002442002442,0.002442002442,0.100122100122
-0.2956,-0.00732600732601,-0.002442002442,-0.002442002442,0.01221001221,-0.2956,-0.01221001221,-0.002442002442,-0.002442002442,0.105006105006
-0.2952,-0.00732600732601,0.002442002442,-0.002442002442,0.017094017094,-0.2952,-0.002442002442,0.002442002442,0.002442002442,0.105006105006
-0.2948,-0.00732600732601,-0.002442002442,-0.002442002442,0.017094017094,-0.2948,-0.01221001221,-0.002442002442,0.002442002442,0.10989010989
-0.2944,-0.01221001221,-0.002442002442,-0.002442002442,0.017094017094,-0.2944,-0.002442002442,0.002442002442,-0.002442002442,0.10989010989
-0.294,-0.01221001221,-0.002442002442,-0.002442002442,0.017094017094,-0.294,-0.002442002442,-0.002442002442,0.00732600732601,0.105006105006
-0.2936,-0.00732600732601,0.002442002442,-0.002442002442,0.01221001221,-0.2936,0.002442002442,-0.002442002442,-0.002442002442,0.105006105006
-0.2932,-0.01221001221,0.002442002442,-0.002442002442,0.017094017094,-0.2932,0.002442002442,-0.002442002442,0.01221001221,0.114774114774
-0.2928,-0.00732600732601,-0.002442002442,-0.002442002442,0.01221001221,-0.2928,0.00732600732601,-0.002442002442,0.00732600732601,0.114774114774
-0.2924,-0.002442002442,-0.002442002442,0.002442002442,0.017094017094,-0.2924,0.017094017094,0.002442002442,0.00732600732601,0.114774114774
-0.292,-0.002442002442,-0.002442002442,0.00732600732601,0.01221001221,-0.292,0.002442002442,-0.002442002442,0.00732600732601,0.119658119658
-0.2916,0.00732600732601,0.002442002442,-0.002442002442,0.01221001221,-0.2916,0.01221001221,-0.002442002442,0.002442002442,0.119658119658
-0.2912,0.00732600732601,0.002442002442,0.00732600732601,0.017094017094,-0.2912,0.01221001221,-0.002442002442,0.00732600732601,0.119658119658
-0.2908,0.017094017094,-0.002442002442,0.00732600732601,0.017094017094,-0.2908,0.00732600732601,-0.01221001221,-0.002442002442,0.119658119658
-0.2904,0.002442002442,-0.002442002442,0.00732600732601,0.017094017094,-0.2904,0.00732600732601,-0.00732600732601,0.002442002442,0.129426129426
-0.29,0.017094017094,-0.002442002442,0.002442002442,0.01221001221,-0.29,0.00732600732601,-0.01221001221,0.00732600732601,0.129426129426
-0.2896,0.01221001221,-0.002442002442,0.002442002442,0.021978021978,-0.2896,0.01221001221,-0.002442002442,-0.002442002442,0.129426129426
-0.2892,0.00732600732601,-0.00732600732601,-0.002442002442,0.021978021978,-0.2892,0.002442002442,-0.00732600732601,-0.002442002442,0.13431013431
-0.2888,0.01221001221,-0.00732600732601,0.002442002442,0.021978021978,-0.2888,0.01221001221,-0.002442002442,-0.002442002442,0.13431013431
-0.2884,0.00732600732601,-0.00732600732601,-0.002442002442,0.026862026862,-0.2884,0.01221001221,-0.002442002442,0.002442002442,0.139194139194
-0.288,0.01221001221,-0.002442002442,-0.002442002442,0.021978021978,-0.288,0.01221001221,-0.002442002442,-0.002442002442,0.139194139194
-0.2876,0.00732600732601,-0.002442002442,0.002442002442,0.026862026862,-0.2876,0.00732600732601,-0.002442002442,0.002442002442,0.144078144078
-0.2872,0.01221001221,-0.002442002442,-0.002442002442,0.017094017094,-0.2872,0.00732600732601,-0.002442002442,0.002442002442,0.144078144078
-0.2868,0.01221001221,-0.002442002442,-0.002442002442,0.021978021978,-0.2868,0.00732600732601,-0.002442002442,0.002442002442,0.144078144078
-0.2864,0.00732600732601,0.002442002442,-0.002442002442,0.017094017094,-0.2864,0.002442002442,-0.002442002442,-0.002442002442,0.144078144078
-0.286,0.00732600732601,0.002442002442,0.002442002442,0.021978021978,-0.286,0.002442002442,0.002442002442,-0.002442002442,0.144078144078
-0.2856,0.00732600732601,-0.002442002442,0.002442002442,0.021978021978,-0.2856,-0.002442002442,-0.002442002442,-0.002442002442,0.153846153846
-0.2852,0.00732600732601,-0.002442002442,-0.002442002442,0.021978021978,-0.2852,-0.002442002442,-0.002442002442,-0.00732600732601,0.153846153846
-0.2848,-0.002442002442,-0.002442002442,-0.002442002442,0.021978021978,-0.2848,-0.00732600732601,-0.002442002442,-0.002442002442,0.15873015873
-0.2844,0.00732600732601,-0.002442002442,-0.002442002442,0.021978021978,-0.2844,-0.01221001221,-0.00732600732601,-0.00732600732601,0.15873015873
-0.284,-0.002442002442,-0.002442002442,-0.002442002442,0.021978021978,-0.284,-0.01221001221,0.002442002442,-0.00732600732601,0.163614163614
-0.2836,-0.002442002442,-0.002442002442,-0.002442002442,0.021978021978,-0.2836,-0.021978021978,-0.002442002442,-0.00732600732601,0.163614163614
-0.2832,-0.00732600732601,0.002442002442,-0.002442002442,0.026862026862,-0.2832,-0.017094017094,-0.002442002442,-0.00732600732601,0.163614163614
-0.2828,-0.01221001221,-0.00732600732601,-0.00732600732601,0.026862026862,-0.2828,-0.00732600732601,0.002442002442,-0.002442002442,0.168498168498
-0.2824,-0.01221001221,-0.002442002442,-0.002442002442,0.021978021978,-0.2824,-0.01221001221,-0.002442002442,-0.002442002442,0.163614163614
-0.282,-0.017094017094,-0.002442002442,-0.00732600732601,0.026862026862,-0.282,-0.01221001221,0.00732600732601,0.002442002442,0.168498168498
-0.2816,-0.00732600732601,-0.002442002442,-0.00732600732601,0.021978021978,-0.2816,-0.01221001221,-0.002442002442,0.002442002442,0.168498168498
-0.2812,-0.00732600732601,0.002442002442,-0.002442002442,0.021978021978,-0.2812,-0.00732600732601,0.00732600732601,-0.002442002442,0.178266178266
-0.2808,-0.01221001221,0.002442002442,-0.002442002442,0.026862026862,-0.2808,-0.01221001221,-0.002442002442,0.002442002442,0.178266178266
-0.2804,-0.00732600732601,0.00732600732601,0.00732600732601,0.021978021978,-0.2804,-0.00732600732601,-0.002442002442,-0.002442002442,0.178266178266
-0.28,-0.01221001221,-0.002442002442,-0.002442002442,0.021978021978,-0.28,-0.01221001221,-0.002442002442,0.002442002442,0.188034188034
-0.2796,-0.00732600732601,0.00732600732601,0.002442002442,0.021978021978,-0.2796,-0.01221001221,-0.002442002442,-0.002442002442,0.18315018315
-0.2792,-0.017094017094,-0.002442002442,-0.002442002442,0.026862026862,-0.2792,-0.01221001221,-0.002442002442,0.002442002442,0.197802197802
-0.2788,-0.00732600732601,-0.002442002442,-0.002442002442,0.021978021978,-0.2788,-0.00732600732601,-0.002442002442,-0.002442002442,0.192918192918
-0.2784,-0.01221001221,-0.002442002442,-0.002442002442,0.026862026862,-0.2784,-0.00732600732601,0.002442002442,-0.002442002442,0.197802197802
-0.278,-0.00732600732601,-0.002442002442,-0.002442002442,0.021978021978,-0.278,-0.01221001221,-0.002442002442,0.002442002442,0.202686202686
-0.2776,-0.01221001221,-0.002442002442,0.002442002442,0.031746031746,-0.2776,-0.00732600732601,-0.002442002442,0.002442002442,0.202686202686
-0.2772,-0.00732600732601,-0.002442002442,-0.002442002442,0.031746031746,-0.2772,0.002442002442,0.002442002442,0.002442002442,0.20757020757
-0.2768,-0.00732600732601,0.002442002442,-0.002442002442,0.026862026862,-0.2768,0.002442002442,-0.002442002442,0.002442002442,0.20757020757
-0.2764,-0.00732600732601,-0.002442002442,0.002442002442,0.031746031746,-0.2764,0.002442002442,0.002442002442,0.00732600732601,0.212454212454
-0.276,-0.002442002442,-0.002442002442,-0.002442002442,0.026862026862,-0.276,0.01221001221,-0.002442002442,0.01221001221,0.217338217338
-0.2756,0.002442002442,0.002442002442,0.002442002442,0.026862026862,-0.2756,0.01221001221,0.002442002442,0.00732600732601,0.222222222222
-0.2752,-0.002442002442,-0.002442002442,0.002442002442,0.026862026862,-0.2752,0.01221001221,-0.002442002442,0.00732600732601,0.222222222222
-0.2748,0.00732600732601,0.00732600732601,0.00732600732601,0.031746031746,-0.2748,0.017094017094,-0.00732600732601,0.002442002442,0.227106227106
-0.2744,0.00732600732601,-0.002442002442,0.002442002442,0.026862026862,-0.2744,0.002442002442,-0.00732600732601,0.00732600732601,0.23199023199
-0.274,0.00732600732601,-0.002442002442,0.00732600732601,0.031746031746,-0.274,0.00732600732601,-0.00732600732601,-0.002442002442,0.23199023199
-0.2736,0.01221001221,-0.002442002442,0.00732600732601,0.031746031746,-0.2736,0.01221001221,-0.00732600732601,0.002442002442,0.251526251526
-0.2732,0.01221001221,-0.00732600732601,0.002442002442,0.031746031746,-0.2732,0.00732600732601,-0.01221001221,0.002442002442,0.246642246642
-0.2728,0.00732600732601,-0.00732600732601,0.002442002442,0.03663003663,-0.2728,0.00732600732601,-0.002442002442,-0.002442002442,0.251526251526
-0.2724,0.01221001221,-0.00732600732601,-0.002442002442,0.03663003663,-0.2724,0.00732600732601,-0.002442002442,-0.002442002442,0.25641025641
-0.272,0.01221001221,-0.00732600732601,-0.002442002442,0.041514041514,-0.272,0.01221001221,-0.002442002442,-0.002442002442,0.261294261294
-0.2716,0.00732600732601,-0.00732600732601,-0.002442002442,0.03663003663,-0.2716,0.017094017094,-0.002442002442,-0.002442002442,0.266178266178
-0.2712,0.01221001221,-0.002442002442,-0.002442002442,0.041514041514,-0.2712,0.00732600732601,-0.00732600732601,-0.002442002442,0.266178266178
-0.2708,0.01221001221,-0.002442002442,-0.002442002442,0.041514041514,-0.2708,0.01221001221,-0.002442002442,0.002442002442,0.275946275946
-0.2704,0.01221001221,-0.002442002442,-0.00732600732601,0.03663003663,-0.2704,0.01221001221,-0.002442002442,0.002442002442,0.28083028083
-0.27,0.01221001221,-0.002442002442,0.002442002442,0.03663003663,-0.27,0.01221001221,-0.002442002442,-0.002442002442,0.285714285714
-0.2696,0.00732600732601,-0.002442002442,-0.002442002442,0.03663003663,-0.2696,0.002442002442,-0.002442002442,-0.002442002442,0.285714285714
-0.2692,0.01221001221,0.002442002442,0.002442002442,0.041514041514,-0.2692,0.002442002442,0.002442002442,-0.002442002442,0.285714285714
-0.2688,0.00732600732601,-0.002442002442,-0.01221001221,0.046398046398,-0.2688,-0.002442002442,0.002442002442,-0.002442002442,0.300366300366
-0.2684,0.01221001221,0.002442002442,0.00732600732601,0.041514041514,-0.2684,-0.002442002442,-0.002442002442,-0.00732600732601,0.300366300366
